pm2_5,month,weekday,hour,wind-east,wind-north,temperature,pressure,humidity
17.05,6,2,12,3.990256,0.279026,20.4,1010.8,36
15.68,6,2,13,3.984779,-0.348623,20.7,1010.6,34
15.58,6,2,14,3.939231,-0.694593,20.6,1010.7,35
15.84,6,2,15,2.598076,-1.5,20.5,1010.7,33
17.24,6,2,16,3.75877,1.368081,20.0,1010.8,34
19.82,6,2,17,2.761515,1.172193,17.9,1011.0,36
23.9,6,2,18,1.922523,-0.551275,17.2,1011.2,40
23.64,6,2,19,0.0,0.0,15.6,1011.6,49
22.68,6,2,20,-0.601815,0.798636,14.3,1012.0,51
25.23,6,2,21,-0.994522,0.104528,14.0,1012.1,54
25.79,6,2,22,-1.618034,1.175571,13.0,1012.2,56
10.77,6,2,23,-1.0,-0.0,12.6,1012.2,60
9.87,6,3,0,-1.312118,1.509419,12.0,1012.2,61
9.56,6,3,1,-1.714335,1.030076,12.0,1012.3,59
9.5,6,3,2,-1.992389,-0.174311,12.4,1012.4,60
12.04,6,3,3,-0.994522,0.104528,12.2,1012.5,63
14.39,6,3,4,-0.970296,-0.241922,12.5,1012.7,71
16.24,6,3,5,0.515038,0.857167,14.7,1012.9,64
14.66,6,3,6,-0.829038,0.559193,16.9,1013.1,55
14.47,6,3,7,0.325568,0.945519,19.7,1013.3,47
20.44,6,3,8,-0.788011,0.615661,21.0,1013.2,37
19.26,6,3,9,1.995128,-0.139513,22.3,1013.1,32
16.75,6,3,10,0.68404,1.879385,22.5,1012.9,33
16.96,6,3,11,1.854368,0.749213,21.8,1012.9,36
15.26,6,3,12,1.94874,0.449902,23.4,1012.6,32
13.9,6,3,13,1.928363,2.298133,23.7,1012.3,31
15.65,6,3,14,2.977638,0.365608,22.7,1012.1,32
17.19,6,3,15,2.897777,0.776457,21.8,1011.9,35
15.78,6,3,16,1.963254,-0.381618,22.4,1011.8,34
16.36,6,3,17,2.988584,0.261467,22.0,1011.8,35
20.0,6,3,18,3.999391,0.06981,20.3,1012.0,41
28.4,6,3,19,0.961262,-0.275637,19.3,1012.4,41
30.17,6,3,20,0.798636,-0.601815,16.4,1012.4,55
22.14,6,3,21,0.0,-1.0,14.6,1012.6,63
20.65,6,3,22,0.0,0.0,13.3,1012.8,67
7.02,6,3,23,0.0,0.0,11.4,1012.8,77
8.72,6,4,0,0.0,0.0,11.7,1012.6,75
7.4,6,4,1,0.0,0.0,10.9,1012.6,81
6.55,6,4,2,0.0,0.0,10.9,1012.5,80
5.84,6,4,3,0.0,0.0,10.7,1012.4,82
7.27,6,4,4,0.0,0.0,12.6,1012.7,80
9.9,6,4,5,0.898794,-0.438371,16.3,1012.6,63
13.34,6,4,6,1.931852,-0.517638,19.0,1012.6,52
14.72,6,4,7,1.509419,-1.312118,21.2,1012.7,42
14.75,6,4,8,1.532089,1.285575,22.5,1012.8,40
14.73,6,4,9,0.381618,-1.963254,23.0,1012.5,36
13.99,6,4,10,-0.190809,0.981627,24.1,1012.1,34
12.02,6,4,11,0.970296,-0.241922,24.5,1011.7,33
12.23,6,4,12,0.104528,0.994522,23.8,1011.4,31
13.02,6,4,13,-0.104528,0.994522,24.9,1011.0,31
12.71,6,4,14,-0.584743,-1.91261,24.8,1010.7,31
13.71,6,4,15,-0.121869,0.992546,23.8,1010.3,37
15.89,6,4,16,0.258819,-0.965926,23.9,1009.9,33
15.63,6,4,17,1.989044,-0.209057,24.1,1009.6,33
20.1,6,4,18,0.258819,-0.965926,22.2,1009.5,39
20.29,6,4,19,0.938943,-1.765895,21.4,1009.5,41
24.53,6,4,20,0.913545,-0.406737,19.2,1009.6,54
25.17,6,4,21,0.656059,-0.75471,19.4,1009.4,53
23.04,6,4,22,1.48629,-1.338261,19.2,1009.2,51
9.5,6,4,23,1.696096,-1.059839,18.1,1008.9,57
7.01,6,5,0,1.48629,1.338261,17.6,1008.9,60
6.47,6,5,1,-1.922523,-0.551275,17.1,1009.2,70
5.07,6,5,2,2.992692,0.209269,15.8,1008.3,81
6.4,6,5,3,0.615661,-0.788011,15.6,1008.2,82
6.96,6,5,4,0.572427,-2.944882,15.0,1008.0,87
7.15,6,5,5,2.696382,1.315113,15.1,1008.0,86
8.42,6,5,6,0.642788,0.766044,16.2,1008.3,80
9.53,6,5,7,1.732051,1.0,17.5,1008.4,71
8.34,6,5,8,1.0,0.0,17.3,1008.3,74
8.75,6,5,9,1.995128,0.139513,17.7,1008.1,75
7.9,6,5,10,1.532089,1.285575,18.8,1007.9,74
8.28,6,5,11,1.312118,1.509419,20.1,1007.4,61
8.93,6,5,12,1.963254,0.381618,21.6,1007.1,54
11.7,6,5,13,1.118386,-1.658075,22.8,1006.5,45
9.13,6,5,14,0.243739,1.985092,21.0,1006.2,53
9.59,6,5,15,5.346039,2.723943,21.5,1006.2,47
11.21,6,5,16,2.269952,4.455033,18.6,1006.3,73
13.96,6,5,17,-0.104698,2.998172,20.3,1006.1,60
14.51,6,5,18,-0.381618,1.963254,19.2,1006.2,64
14.28,6,5,19,0.0,0.0,17.5,1006.5,74
20.03,6,5,20,0.0,0.0,16.0,1006.6,78
17.76,6,5,21,-1.956295,0.415823,16.1,1006.8,77
15.21,6,5,22,-1.956295,0.415823,15.7,1007.0,77
14.94,6,5,23,-0.866025,0.5,15.5,1006.8,73
14.99,6,6,0,-1.891037,0.651136,15.2,1006.7,75
14.89,6,6,1,-1.0,-0.0,13.9,1006.5,80
15.76,6,6,2,-2.988584,-0.261467,12.8,1006.6,86
15.96,6,6,3,-1.963254,0.381618,12.7,1006.7,87
16.25,6,6,4,-1.285575,1.532089,14.1,1006.6,85
17.79,6,6,5,-0.275637,0.961262,16.7,1006.7,70
13.13,6,6,6,-0.224951,0.97437,18.8,1006.7,64
12.29,6,6,7,-0.573576,0.819152,20.3,1006.9,58
9.77,6,6,8,-0.449902,1.94874,22.0,1006.9,54
8.59,6,6,9,1.363997,1.462707,23.3,1006.8,46
9.05,6,6,10,-1.5,2.598076,22.7,1006.6,46
8.36,6,6,11,-1.02606,2.819078,23.6,1006.4,42
8.39,6,6,12,-1.5,2.598076,24.3,1005.9,41
8.55,6,6,13,-1.02606,2.819078,24.8,1005.6,39
9.05,6,6,14,-0.520945,2.954423,24.5,1005.4,41
8.99,6,6,15,-0.520945,2.954423,23.7,1005.5,42
9.66,6,6,16,1.302273,3.782074,22.7,1005.4,44
10.17,6,6,17,-1.626947,3.654182,23.1,1005.2,44
11.69,6,6,18,-0.694593,3.939231,21.3,1005.2,47
14.61,6,6,19,-0.68404,1.879385,19.9,1005.6,52
18.18,6,6,20,-1.696096,1.059839,19.7,1006.0,54
14.94,6,6,21,-1.998782,0.069799,18.6,1006.3,58
13.63,6,6,22,-1.999695,-0.034905,18.0,1006.1,59
23.48,6,6,23,-1.854368,0.749213,16.8,1006.3,64
21.31,6,0,0,1.408415,2.648843,16.4,1006.4,61
22.61,6,0,1,0.417519,2.970804,15.4,1006.4,66
24.04,6,0,2,-0.913545,0.406737,14.7,1006.5,71
30.41,6,0,3,0.381618,1.963254,14.8,1006.5,65
28.41,6,0,4,0.069799,1.998782,16.6,1006.6,61
24.03,6,0,5,1.454429,2.623859,18.2,1006.9,53
22.66,6,0,6,0.813473,1.827091,20.0,1007.0,48
25.02,6,0,7,-0.776457,2.897777,20.9,1007.2,44
22.34,6,0,8,-0.572427,2.944882,21.9,1007.3,40
20.01,6,0,9,-2.67302,1.361971,23.5,1007.0,40
14.61,6,0,10,-3.984779,0.348623,24.0,1006.8,37
11.54,6,0,11,-2.395907,1.805445,25.3,1006.4,35
11.02,6,0,12,-0.927051,2.85317,25.7,1006.2,36
11.35,6,0,13,-2.5,4.330127,25.5,1005.9,36
10.54,6,0,14,-5.638156,2.052121,25.8,1005.3,34
10.34,6,0,15,-5.481273,2.44042,25.2,1004.9,33
10.96,6,0,16,-2.347358,4.414738,24.4,1004.5,35
11.54,6,0,17,-2.269952,4.455033,23.4,1004.5,40
14.75,6,0,18,2.060152,3.428669,22.4,1004.5,44
14.77,6,0,19,-0.716736,1.867161,20.7,1005.0,45
16.37,6,0,20,-1.928363,2.298133,19.6,1005.3,41
18.17,6,0,21,-1.765895,0.938943,19.3,1005.4,43
22.47,6,0,22,-1.989044,0.209057,18.6,1005.4,46
7.6,6,0,23,-1.997259,0.104672,17.3,1005.4,52
6.45,6,1,0,-1.995128,-0.139513,15.9,1005.4,60
4.83,6,1,1,-1.963254,-0.381618,15.4,1005.1,61
3.22,6,1,2,-2.0,-0.0,14.2,1005.1,67
2.11,6,1,3,-2.0,-0.0,13.9,1005.3,70
2.11,6,1,4,-1.997259,-0.104672,15.2,1005.4,68
2.59,6,1,5,-0.34202,0.939693,17.8,1005.4,63
3.48,6,1,6,-0.529919,0.848048,20.0,1005.4,62
5.16,6,1,7,-0.999848,0.017452,22.1,1005.6,57
4.1,6,1,8,-0.876742,1.797588,23.5,1005.6,49
4.07,6,1,9,-0.927051,2.85317,24.5,1005.5,52
3.45,6,1,10,-1.5,2.598076,24.3,1005.4,48
3.13,6,1,11,0.104672,1.997259,26.2,1005.0,42
2.82,6,1,12,1.763356,2.427051,25.0,1004.9,46
3.03,6,1,13,-0.278346,1.980536,25.5,1004.5,42
3.4,6,1,14,-0.97437,-0.224951,24.7,1004.1,48
3.15,6,1,15,-3.682019,1.562925,25.0,1003.8,45
2.53,6,1,16,-3.940054,3.078307,25.2,1003.9,42
2.29,6,1,17,-4.285837,2.57519,24.3,1003.8,47
2.64,6,1,18,-3.009075,3.993178,22.7,1004.3,53
2.81,6,1,19,-0.26168,4.993148,21.9,1004.8,53
3.0,6,1,20,1.236068,3.804226,21.0,1005.0,56
2.73,6,1,21,1.236068,3.804226,20.7,1005.3,55
2.21,6,1,22,-1.5,2.598076,18.9,1005.4,63
10.77,6,1,23,-1.633917,2.516012,16.8,1005.5,72
13.08,6,2,0,-1.462707,1.363997,16.8,1005.4,70
13.86,6,2,1,-2.85317,0.927051,15.6,1005.2,78
14.64,6,2,2,-1.995128,0.139513,15.2,1005.4,80
19.36,6,2,3,-1.638304,1.147153,13.9,1005.6,84
27.17,6,2,4,-0.93358,0.358368,15.6,1005.5,78
17.24,6,2,5,0.899804,3.89748,17.7,1005.8,66
11.39,6,2,6,0.725766,2.910887,19.3,1005.7,62
7.72,6,2,7,1.075104,2.800741,20.8,1005.7,55
4.4,6,2,8,-2.229434,2.007392,21.8,1005.8,51
5.01,6,2,9,-1.887961,2.331438,23.0,1005.9,40
5.03,6,2,10,-2.0,3.464102,23.6,1005.8,43
5.28,6,2,11,-2.0,3.464102,24.1,1005.7,40
5.31,6,2,12,-3.152043,2.462646,24.9,1005.1,39
4.07,6,2,13,-4.98782,0.348782,25.4,1004.4,39
6.45,6,2,14,-3.863703,1.035276,24.9,1004.0,42
5.95,6,2,15,-4.851479,1.209609,24.5,1003.6,43
6.74,6,2,16,-3.830222,3.213938,23.4,1003.7,46
9.88,6,2,17,-3.856726,4.596267,23.4,1003.7,43
16.04,6,2,18,-5.362311,4.499513,22.2,1003.9,40
17.15,6,2,19,-2.819078,1.02606,20.0,1004.2,47
16.86,6,2,20,-2.819078,1.02606,18.2,1004.6,54
15.46,6,2,21,-3.464102,2.0,17.7,1004.8,57
18.77,6,2,22,-2.0,3.464102,17.6,1005.0,61
17.03,6,2,23,-2.598076,1.5,16.9,1004.9,65
16.92,6,3,0,-2.298133,1.928363,16.5,1005.0,66
16.62,6,3,1,-2.598076,1.5,16.6,1005.0,64
16.56,6,3,2,-2.598076,1.5,15.6,1004.9,68
16.09,6,3,3,-1.732051,1.0,13.8,1005.0,77
15.75,6,3,4,-1.928363,2.298133,14.8,1005.3,75
16.26,6,3,5,-1.879385,0.68404,16.1,1005.4,70
15.68,6,3,6,-2.819078,1.02606,17.8,1005.4,66
15.46,6,3,7,-3.064178,2.57115,19.8,1005.4,57
15.29,6,3,8,-2.0,3.464102,20.9,1005.3,54
14.56,6,3,9,-3.75877,1.368081,22.7,1005.3,46
14.15,6,3,10,-3.464102,2.0,23.1,1005.3,41
14.81,6,3,11,-3.392192,2.119677,24.0,1005.0,40
16.39,6,3,12,-3.75877,1.368081,24.4,1004.5,39
14.71,6,3,13,-3.464102,2.0,24.1,1003.9,36
14.15,6,3,14,-4.285837,2.57519,25.1,1003.4,34
13.58,6,3,15,-4.999238,0.087262,24.7,1003.0,34
13.51,6,3,16,-3.939231,0.694593,24.5,1003.0,37
13.65,6,3,17,-3.213938,3.830222,23.3,1003.0,41
14.79,6,3,18,-1.5,2.598076,21.9,1003.2,46
15.18,6,3,19,-1.732051,1.0,20.2,1003.6,49
14.72,6,3,20,-1.969616,0.347296,19.7,1003.7,51
15.25,6,3,21,-0.520945,2.954423,17.9,1003.7,61
14.6,6,3,22,0.278346,1.980536,17.9,1003.7,64
12.59,6,3,23,0.520945,2.954423,17.8,1003.7,65
11.03,6,4,0,-1.969616,0.347296,16.6,1003.7,70
13.11,6,4,1,-2.0,-0.0,15.7,1003.4,74
14.37,6,4,2,-2.0,-0.0,14.3,1003.4,80
14.54,6,4,3,-1.677341,-1.089278,14.4,1003.4,79
13.1,6,4,4,-1.963254,-0.381618,14.5,1003.5,81
12.07,6,4,5,-0.984808,-0.173648,16.0,1003.5,77
12.53,6,4,6,0.529919,0.848048,19.0,1003.6,67
12.25,6,4,7,-0.707107,0.707107,20.3,1003.5,61
10.8,6,4,8,-0.087156,0.996195,21.4,1003.5,57
13.01,6,4,9,-1.118386,1.658075,22.2,1003.2,52
14.92,6,4,10,-2.718923,1.267855,22.2,1003.0,51
15.75,6,4,11,-2.970804,0.417519,22.1,1002.8,49
14.29,6,4,12,-2.999543,0.052357,23.5,1002.2,44
11.94,6,4,13,-3.464102,2.0,24.1,1001.7,44
9.5,6,4,14,-2.517282,3.108584,24.5,1001.5,38
8.9,6,4,15,-4.09576,2.867882,24.6,1001.4,35
11.79,6,4,16,-1.102549,3.845047,22.8,1001.1,45
12.81,6,4,17,-2.0,3.464102,21.6,1001.4,47
12.85,6,4,18,-3.654182,1.626947,18.0,1002.2,72
11.49,6,4,19,-1.765895,-0.938943,17.6,1001.8,73
11.0,6,4,20,-0.292372,-0.956305,14.8,1001.7,85
11.81,6,4,21,-1.827091,-0.813473,15.3,1001.9,87
12.19,6,4,22,-1.985092,-0.243739,14.4,1001.9,89
23.62,6,4,23,-0.920505,-0.390731,13.4,1001.9,90
22.42,6,5,0,-2.0,-0.0,13.6,1001.9,92
20.84,6,5,1,0.0,0.0,12.6,1001.5,92
18.98,6,5,2,-0.0,1.0,11.6,1001.5,94
16.48,6,5,3,-0.939693,-0.34202,11.7,1001.3,90
14.54,6,5,4,-0.5,-0.866025,13.9,1001.1,90
17.42,6,5,5,-0.882948,-0.469472,16.7,1001.0,82
19.16,6,5,6,-1.989044,-0.209057,19.4,1000.8,72
21.92,6,5,7,-1.91261,-0.584743,21.0,1000.6,66
25.63,6,5,8,-1.922523,-0.551275,22.5,1000.2,56
32.6,6,5,9,-2.970804,-0.417519,23.4,999.8,53
31.75,6,5,10,-1.797588,-0.876742,23.9,999.3,51
30.02,6,5,11,-3.926509,-0.763236,24.3,998.4,47
30.87,6,5,12,-1.089278,-1.677341,24.7,997.1,49
35.25,6,5,13,-10.718071,2.474462,18.1,997.9,85
31.09,6,5,14,-2.992692,0.209269,17.5,997.5,95
33.39,6,5,15,-3.845047,1.102549,17.7,996.7,92
32.31,6,5,16,-1.94874,-0.449902,17.6,996.2,93
28.6,6,5,17,-0.97437,-0.224951,17.4,995.7,96
24.24,6,5,18,-1.989044,-0.209057,15.7,995.6,94
24.21,6,5,19,-1.462707,-1.363997,15.7,996.1,96
23.21,6,5,20,-4.996954,-0.174497,14.8,996.2,95
22.03,6,5,21,-5.297686,2.816829,13.7,997.1,93
21.39,6,5,22,-5.868886,1.24747,13.3,997.5,93
10.39,6,5,23,-5.92613,0.938607,12.7,998.1,95
9.62,6,6,0,-5.795555,1.552914,12.3,998.4,92
9.19,6,6,1,-4.962731,0.609347,11.7,998.6,92
8.71,6,6,2,-4.993148,0.26168,11.5,998.6,92
8.78,6,6,3,-4.999238,0.087262,11.1,999.0,90
7.87,6,6,4,-5.967131,0.627171,11.1,999.7,89
7.26,6,6,5,-7.794961,1.799608,11.8,1000.1,86
7.94,6,6,6,-6.87139,1.335663,11.6,1000.6,89
9.59,6,6,7,-7.690094,2.205099,13.4,1000.9,82
10.45,6,6,8,-7.250462,3.380946,14.1,1001.4,77
10.91,6,6,9,-8.402224,3.225312,14.5,1001.9,75
11.59,6,6,10,-7.650438,2.338974,15.2,1002.6,74
10.84,6,6,11,-6.443534,2.735118,15.4,1003.1,73
10.52,6,6,12,-7.690094,2.205099,17.9,1003.1,63
8.37,6,6,13,-5.803263,3.91435,16.8,1003.2,70
7.13,6,6,14,-5.904531,6.792386,14.8,1003.8,76
4.75,6,6,15,-4.683914,5.202014,14.7,1004.0,79
6.99,6,6,16,-5.032023,3.267834,16.3,1004.1,66
7.88,6,6,17,-6.037677,5.248472,17.2,1004.5,68
8.15,6,6,18,-5.516075,4.30963,16.7,1005.2,67
8.5,6,6,19,-3.31615,2.236772,15.3,1006.1,73
8.09,6,6,20,-2.676522,2.972579,14.4,1006.8,73
7.23,6,6,21,-2.761515,1.172193,12.6,1007.2,79
7.03,6,6,22,-2.696382,1.315113,11.7,1007.5,85
6.85,6,6,23,-3.682019,1.562925,11.3,1007.7,89
6.47,6,0,0,-3.464102,2.0,10.8,1007.9,88
6.19,6,0,1,-3.53179,1.877886,10.4,1007.9,87
6.85,6,0,2,-3.682019,1.562925,10.0,1008.0,89
8.82,6,0,3,-2.718923,1.267855,10.0,1008.2,90
11.55,6,0,4,-2.718923,1.267855,11.2,1008.6,87
8.6,6,0,5,-1.677579,2.487113,13.2,1008.7,82
7.78,6,0,6,-2.178556,3.354682,15.3,1008.7,68
5.41,6,0,7,-0.831647,3.91259,16.9,1008.8,56
5.42,6,0,8,0.209344,3.994518,18.3,1008.9,53
6.06,6,0,9,-1.626947,3.654182,19.2,1008.8,48
5.09,6,0,10,-2.060152,3.428669,20.5,1008.6,51
5.53,6,0,11,-2.5,4.330127,19.9,1008.3,47
7.17,6,0,12,-2.269952,4.455033,21.3,1007.6,44
7.02,6,0,13,-2.624236,3.018838,21.6,1007.4,42
7.65,6,0,14,-2.723195,4.193353,22.3,1007.1,42
7.98,6,0,15,-2.194061,2.045995,22.3,1006.7,40
7.77,6,0,16,-2.119677,3.392192,22.0,1006.5,43
7.31,6,0,17,-0.674853,2.92311,21.6,1006.4,39
8.83,6,0,18,-2.264129,1.968177,20.1,1006.2,47
11.36,6,0,19,-0.913545,0.406737,19.4,1006.4,49
11.47,6,0,20,-1.956295,-0.415823,18.2,1006.7,58
15.71,6,0,21,-1.922523,-0.551275,17.4,1006.8,61
22.66,6,0,22,-0.669131,-0.743145,14.4,1006.8,75
16.14,6,0,23,0.0,0.0,13.1,1006.8,82
15.87,6,1,0,-0.984808,-0.173648,12.0,1006.5,82
15.83,6,1,1,0.0,0.0,10.8,1006.4,91
17.65,6,1,2,0.0,0.0,10.6,1006.3,91
18.22,6,1,3,0.0,0.0,11.0,1006.3,89
24.56,6,1,4,0.0,0.0,13.6,1006.4,87
24.29,6,1,5,-1.999695,-0.034905,16.2,1006.5,66
23.68,6,1,6,-2.988584,-0.261467,18.6,1006.7,57
21.64,6,1,7,-1.989044,-0.209057,19.9,1006.8,53
17.34,6,1,8,-2.0,-0.0,21.1,1006.7,47
15.33,6,1,9,-2.954423,0.520945,21.9,1006.5,45
16.31,6,1,10,-1.956295,-0.415823,22.5,1006.4,43
15.13,6,1,11,-1.732051,-1.0,23.3,1006.0,42
16.87,6,1,12,-2.998172,0.104698,23.9,1005.4,40
15.98,6,1,13,-1.879385,0.68404,24.5,1005.1,43
14.6,6,1,14,-3.89748,0.899804,24.1,1004.8,41
17.02,6,1,15,-2.819078,1.02606,24.3,1004.5,40
19.08,6,1,16,-2.0,-0.0,24.0,1004.0,43
18.67,6,1,17,-3.845047,1.102549,23.5,1004.2,46
18.69,6,1,18,-2.264129,1.968177,21.9,1004.0,53
17.4,6,1,19,-0.798636,-0.601815,21.1,1004.1,59
19.97,6,1,20,-0.325568,-0.945519,20.1,1004.5,64
21.89,6,1,21,-0.438371,-0.898794,19.1,1004.6,68
22.44,6,1,22,-1.258641,-1.554292,16.9,1004.8,79
22.57,6,1,23,-0.920505,0.390731,16.8,1004.9,81
20.39,6,2,0,0.365608,2.977638,17.3,1005.2,82
14.11,6,2,1,2.178556,3.354682,16.6,1005.3,87
11.6,6,2,2,1.677579,2.487113,15.7,1005.3,78
7.45,6,2,3,0.967688,3.881183,15.1,1006.2,70
8.18,6,2,4,1.877886,3.53179,15.0,1006.6,70
8.71,6,2,5,1.753485,3.595176,15.7,1006.7,70
8.77,6,2,6,1.939238,3.498479,17.2,1006.8,66
10.03,6,2,7,1.710101,4.698463,18.2,1007.1,62
9.41,6,2,8,1.22021,2.740636,20.0,1007.0,57
8.94,6,2,9,0.469303,2.963065,20.9,1007.3,47
9.9,6,2,10,0.551275,1.922523,21.8,1007.4,53
10.65,6,2,11,0.551275,1.922523,22.8,1007.3,51
13.81,6,2,12,1.812616,0.845237,23.6,1007.1,47
14.41,6,2,13,-2.045995,2.194061,24.6,1006.8,48
14.58,6,2,14,-0.965926,0.258819,24.8,1006.4,45
13.38,6,2,15,-1.846984,2.364032,24.5,1006.0,49
10.66,6,2,16,-2.761515,1.172193,24.6,1005.8,46
7.83,6,2,17,-1.361971,2.67302,23.8,1005.9,47
7.7,6,2,18,-1.433472,3.734322,22.5,1006.2,46
9.58,6,2,19,-1.433472,3.734322,20.6,1006.6,42
8.94,6,2,20,-1.433472,3.734322,19.3,1006.9,48
9.21,6,2,21,-1.433472,3.734322,17.9,1007.4,54
9.09,6,2,22,-1.433472,3.734322,17.3,1007.8,61
9.16,6,2,23,1.963254,-0.381618,16.6,1008.0,64
8.68,6,3,0,0.920505,-0.390731,15.1,1008.0,69
8.45,6,3,1,0.920505,-0.390731,15.0,1008.0,68
9.48,6,3,2,0.920505,-0.390731,14.8,1008.0,69
10.05,6,3,3,-0.898794,0.438371,13.6,1008.0,77
10.16,6,3,4,0.990268,0.139173,15.8,1008.3,74
9.71,6,3,5,1.997259,-0.104672,18.0,1008.4,59
9.18,6,3,6,1.867161,-0.716736,20.4,1008.6,48
7.84,6,3,7,2.992692,-0.209269,22.5,1009.2,46
8.76,6,3,8,3.961072,-0.556692,23.7,1009.3,44
6.39,6,3,9,2.544144,-1.589758,24.4,1009.3,44
5.48,6,3,10,2.999543,0.052357,25.2,1009.3,41
5.97,6,3,11,3.984779,0.348623,25.9,1008.9,35
5.5,6,3,12,3.804226,-1.236068,26.2,1008.6,33
5.52,6,3,13,3.682019,-1.562925,26.9,1008.4,32
5.4,6,3,14,3.830222,-3.213938,27.0,1008.3,32
4.48,6,3,15,3.708735,-1.498426,27.1,1008.0,33
5.08,6,3,16,3.863703,-1.035276,26.7,1008.0,32
6.56,6,3,17,3.354682,-2.178556,25.8,1007.6,32
7.07,6,3,18,1.765895,-0.938943,24.4,1008.0,41
9.16,6,3,19,2.836556,-0.976704,22.2,1008.2,47
11.24,6,3,20,1.696096,-1.059839,21.6,1008.5,47
15.9,6,3,21,1.389317,-1.43868,20.7,1008.6,51
15.22,6,3,22,1.532089,-1.285575,19.6,1008.6,55
15.12,6,3,23,1.658075,-1.118386,18.4,1008.7,61
16.83,6,4,0,1.749239,-0.969619,17.5,1008.6,65
18.98,6,4,1,0.913545,-0.406737,16.6,1008.6,70
19.6,6,4,2,1.812616,-0.845237,16.0,1008.4,73
20.56,6,4,3,1.509419,-1.312118,16.4,1008.5,71
20.76,6,4,4,0.93358,-0.358368,17.7,1008.5,70
18.52,6,4,5,2.427051,-1.763356,20.1,1008.6,61
17.37,6,4,6,1.48629,-1.338261,22.5,1008.5,59
15.83,6,4,7,3.682019,-1.562925,25.4,1008.5,55
11.71,6,4,8,3.31615,-2.236772,26.8,1008.2,47
11.35,6,4,9,3.940054,-3.078307,27.9,1007.9,45
10.01,6,4,10,4.567727,-2.033683,28.8,1007.6,42
9.95,6,4,11,5.955277,-0.731216,29.1,1007.1,40
10.85,6,4,12,5.563103,-2.24764,29.5,1006.8,39
13.31,6,4,13,5.638156,-2.052121,29.7,1006.6,40
15.52,6,4,14,5.638156,-2.052121,29.7,1006.3,40
17.14,6,4,15,6.87139,-1.335663,29.0,1006.1,42
15.59,6,4,16,4.567727,-2.033683,29.3,1005.8,42
14.15,6,4,17,3.464102,-2.0,28.5,1005.9,43
15.15,6,4,18,3.464102,-2.0,27.1,1005.7,47
17.14,6,4,19,3.881183,-0.967688,24.6,1006.1,55
19.18,6,4,20,2.623859,-1.454429,24.2,1006.4,55
20.52,6,4,21,2.571502,-1.545114,23.1,1006.5,58
21.85,6,4,22,1.677341,-1.089278,21.9,1006.5,61
23.89,6,4,23,1.696096,-1.059839,20.7,1006.6,66
26.15,6,5,0,1.879385,-0.68404,19.6,1006.4,72
27.99,6,5,1,1.91261,-0.584743,18.6,1006.5,76
32.17,6,5,2,1.969616,-0.347296,18.1,1006.6,77
29.54,6,5,3,1.879385,-0.68404,18.0,1006.6,78
25.26,6,5,4,2.598076,-1.5,19.4,1006.6,73
19.83,6,5,5,1.532089,-1.285575,21.4,1006.6,66
19.25,6,5,6,2.836556,-0.976704,23.5,1006.4,61
15.4,6,5,7,1.48629,-1.338261,25.3,1006.4,57
11.19,6,5,8,1.258641,-1.554292,26.9,1006.3,47
14.43,6,5,9,1.5,-2.598076,28.2,1006.1,48
11.65,6,5,10,2.727993,-2.925415,29.0,1005.7,45
11.82,6,5,11,3.88573,-3.146602,29.5,1005.4,46
13.08,6,5,12,2.351141,-3.236068,30.2,1004.9,45
18.3,6,5,13,1.589758,-2.544144,30.4,1004.5,42
18.52,6,5,14,2.517282,-3.108584,30.6,1004.1,43
20.85,6,5,15,3.236068,-2.351141,30.4,1003.6,42
21.7,6,5,16,3.392192,-2.119677,30.0,1003.4,45
21.84,6,5,17,3.108584,-2.517282,29.3,1003.2,46
26.96,6,5,18,2.194061,-2.045995,28.2,1003.2,51
19.49,6,5,19,2.194061,-2.045995,26.8,1003.4,57
17.63,6,5,20,2.571502,-1.545114,25.4,1003.7,62
20.04,6,5,21,1.638304,-1.147153,24.6,1003.8,65
23.77,6,5,22,1.928363,-2.298133,23.2,1004.1,71
23.89,6,5,23,1.285575,-1.532089,22.3,1003.9,73
24.83,6,6,0,1.732051,-1.0,21.4,1003.6,78
25.3,6,6,1,0.788011,-0.615661,20.5,1003.6,81
25.43,6,6,2,1.782013,-0.907981,19.2,1003.2,87
26.27,6,6,3,2.571502,-1.545114,19.2,1003.7,87
23.47,6,6,4,1.928363,-2.298133,19.7,1003.4,84
17.56,6,6,5,2.298133,-1.928363,21.2,1003.5,77
12.99,6,6,6,3.064178,-2.57115,23.0,1003.4,68
17.3,6,6,7,1.887961,-2.331438,24.8,1003.6,60
15.97,6,6,8,3.152043,-2.462646,26.3,1003.3,56
12.27,6,6,9,2.972579,-2.676522,27.5,1003.4,51
9.21,6,6,10,3.354682,-2.178556,28.3,1003.0,47
10.65,6,6,11,3.152043,-2.462646,28.9,1002.2,44
12.02,6,6,12,4.09576,-2.867882,30.2,1001.5,43
16.67,6,6,13,3.773548,-3.280295,29.6,1001.1,44
19.2,6,6,14,3.88573,-3.146602,29.4,1000.7,47
21.5,6,6,15,4.531539,-2.113091,30.0,1000.3,47
19.67,6,6,16,4.373099,-2.424048,29.4,1000.2,44
16.35,6,6,17,4.531539,-2.113091,29.0,1000.0,45
17.38,6,6,18,2.571502,-1.545114,27.9,999.6,51
15.21,6,6,19,3.464102,-2.0,26.5,999.3,57
